study_accession,sample_accession,experiment_accession,Run,Assay.Type,sample_title
PRJEB6070,SAMEA2467083,ERX446904,ERR481072,WGS,Human stool sample
PRJEB6070,SAMEA2467083,ERX446905,ERR481073,WGS,Human stool sample
PRJEB6070,SAMEA2467083,ERX446906,ERR481074,WGS,Human stool sample
PRJEB6070,SAMEA2467083,ERX446907,ERR481075,WGS,Human stool sample
PRJEB6070,SAMEA2467083,ERX446908,ERR481076,WGS,Human stool sample
PRJEB6070,SAMEA2467083,ERX446909,ERR481077,WGS,Human stool sample
PRJEB6070,SAMEA2467085,ERX446910,ERR481078,WGS,Human stool sample
PRJEB6070,SAMEA2467085,ERX446911,ERR481079,WGS,Human stool sample
PRJEB6070,SAMEA2467085,ERX446912,ERR481080,WGS,Human stool sample
PRJEB6070,SAMEA2467085,ERX446913,ERR481081,WGS,Human stool sample
PRJEB6070,SAMEA2467085,ERX446914,ERR481082,WGS,Human stool sample
PRJEB6070,SAMEA2467085,ERX446915,ERR481083,WGS,Human stool sample
PRJEB6070,SAMEA2467085,ERX446916,ERR481084,WGS,Human stool sample
PRJEB6070,SAMEA2467085,ERX446917,ERR481085,WGS,Human stool sample
PRJEB6070,SAMEA2467084,ERX446918,ERR481086,WGS,Human stool sample
PRJEB6070,SAMEA2467084,ERX446919,ERR481087,WGS,Human stool sample
PRJEB6070,SAMEA2467084,ERX446920,ERR481088,WGS,Human stool sample
PRJEB6070,SAMEA2467084,ERX446921,ERR481089,WGS,Human stool sample
PRJEB6070,SAMEA2467084,ERX446922,ERR481090,WGS,Human stool sample
PRJEB6070,SAMEA2467084,ERX446923,ERR481091,WGS,Human stool sample
PRJEB6070,SAMEA2467084,ERX446924,ERR481092,WGS,Human stool sample
PRJEB6070,SAMEA2467081,ERX446925,ERR481093,WGS,Human stool sample
PRJEB6070,SAMEA2467081,ERX446926,ERR481094,WGS,Human stool sample
PRJEB6070,SAMEA2467081,ERX446927,ERR481095,WGS,Human stool sample
PRJEB6070,SAMEA2467081,ERX446928,ERR481096,WGS,Human stool sample
PRJEB6070,SAMEA2467081,ERX446929,ERR481097,WGS,Human stool sample
PRJEB6070,SAMEA2467081,ERX446930,ERR481098,WGS,Human stool sample
PRJEB6070,SAMEA3114155,ERX629053,ERR674075,AMPLICON,Human tissue sample from host DE-001
PRJEB6070,SAMEA3114156,ERX629054,ERR674076,AMPLICON,Human tissue sample from host DE-004
PRJEB6070,SAMEA3114157,ERX629055,ERR674077,AMPLICON,Human tissue sample from host DE-008
PRJEB6070,SAMEA3114158,ERX629056,ERR674078,AMPLICON,Human tissue sample from host DE-009
PRJEB6070,SAMEA3114159,ERX629057,ERR674079,AMPLICON,Human tissue sample from host DE-011
PRJEB6070,SAMEA3114160,ERX629058,ERR674080,AMPLICON,Human tissue sample from host DE-013
PRJEB6070,SAMEA3114161,ERX629059,ERR674081,AMPLICON,Human tissue sample from host DE-015
PRJEB6070,SAMEA3114162,ERX629060,ERR674082,AMPLICON,Human tissue sample from host DE-016
PRJEB6070,SAMEA3114163,ERX629061,ERR674083,AMPLICON,Human tissue sample from host DE-017
PRJEB6070,SAMEA3114164,ERX629062,ERR674084,AMPLICON,Human tissue sample from host DE-018
PRJEB6070,SAMEA3114165,ERX629063,ERR674085,AMPLICON,Human tissue sample from host DE-020
PRJEB6070,SAMEA3114166,ERX629064,ERR674086,AMPLICON,Human tissue sample from host DE-021
PRJEB6070,SAMEA3114167,ERX629065,ERR674087,AMPLICON,Human tissue sample from host DE-023
PRJEB6070,SAMEA3114168,ERX629066,ERR674088,AMPLICON,Human tissue sample from host DE-027
PRJEB6070,SAMEA3114169,ERX629067,ERR674089,AMPLICON,Human tissue sample from host DE-029
PRJEB6070,SAMEA3114170,ERX629068,ERR674090,AMPLICON,Human tissue sample from host DE-031
PRJEB6070,SAMEA3114171,ERX629069,ERR674091,AMPLICON,Human tissue sample from host DE-033
PRJEB6070,SAMEA3114172,ERX629070,ERR674092,AMPLICON,Human tissue sample from host DE-034
PRJEB6070,SAMEA3114173,ERX629071,ERR674093,AMPLICON,Human tissue sample from host DE-035
PRJEB6070,SAMEA3114174,ERX629072,ERR674094,AMPLICON,Human tissue sample from host DE-036
PRJEB6070,SAMEA3114175,ERX629073,ERR674095,AMPLICON,Human tissue sample from host DE-037
PRJEB6070,SAMEA3114176,ERX629074,ERR674096,AMPLICON,Human tissue sample from host DE-038
PRJEB6070,SAMEA3114177,ERX629075,ERR674097,AMPLICON,Human tissue sample from host DE-039
PRJEB6070,SAMEA3114178,ERX629076,ERR674098,AMPLICON,Human tissue sample from host DE-040
PRJEB6070,SAMEA3114179,ERX629077,ERR674099,AMPLICON,Human tissue sample from host DE-041
PRJEB6070,SAMEA3114180,ERX629078,ERR674100,AMPLICON,Human tissue sample from host DE-042
PRJEB6070,SAMEA3114181,ERX629079,ERR674101,AMPLICON,Human tissue sample from host DE-043
PRJEB6070,SAMEA3114182,ERX629080,ERR674102,AMPLICON,Human tissue sample from host DE-044
PRJEB6070,SAMEA3114183,ERX629081,ERR674103,AMPLICON,Human tissue sample from host DE-045
PRJEB6070,SAMEA3114184,ERX629082,ERR674104,AMPLICON,Human tissue sample from host DE-046
PRJEB6070,SAMEA3114185,ERX629083,ERR674105,AMPLICON,Human tissue sample from host DE-047
PRJEB6070,SAMEA3114186,ERX629084,ERR674106,AMPLICON,Human tissue sample from host DE-049
PRJEB6070,SAMEA3114187,ERX629085,ERR674107,AMPLICON,Human tissue sample from host DE-050
PRJEB6070,SAMEA3114188,ERX629086,ERR674108,AMPLICON,Human tissue sample from host DE-051
PRJEB6070,SAMEA3114189,ERX629087,ERR674109,AMPLICON,Human tissue sample from host DE-052
PRJEB6070,SAMEA3114190,ERX629088,ERR674110,AMPLICON,Human tissue sample from host DE-053
PRJEB6070,SAMEA3114191,ERX629089,ERR674111,AMPLICON,Human tissue sample from host DE-054
PRJEB6070,SAMEA3114192,ERX629090,ERR674112,AMPLICON,Human tissue sample from host DE-056
PRJEB6070,SAMEA3114193,ERX629091,ERR674113,AMPLICON,Human tissue sample from host DE-057
PRJEB6070,SAMEA3114194,ERX629092,ERR674114,AMPLICON,Human tissue sample from host DE-058
PRJEB6070,SAMEA3114195,ERX629093,ERR674115,AMPLICON,Human tissue sample from host DE-059
PRJEB6070,SAMEA3114196,ERX629094,ERR674116,AMPLICON,Human tissue sample from host DE-060
PRJEB6070,SAMEA3114197,ERX629095,ERR674117,AMPLICON,Human tissue sample from host DE-061
PRJEB6070,SAMEA3114198,ERX629096,ERR674118,AMPLICON,Human tissue sample from host DE-062
PRJEB6070,SAMEA3114199,ERX629097,ERR674119,AMPLICON,Human tissue sample from host DE-064
PRJEB6070,SAMEA3114200,ERX629098,ERR674120,AMPLICON,Human tissue sample from host DE-066
PRJEB6070,SAMEA3114201,ERX629099,ERR674121,AMPLICON,Human tissue sample from host DE-068
PRJEB6070,SAMEA3114202,ERX629100,ERR674122,AMPLICON,Human tissue sample from host DE-069
PRJEB6070,SAMEA3114203,ERX629101,ERR674123,AMPLICON,Human tissue sample from host DE-001
PRJEB6070,SAMEA3114204,ERX629102,ERR674124,AMPLICON,Human tissue sample from host DE-004
PRJEB6070,SAMEA3114205,ERX629103,ERR674125,AMPLICON,Human tissue sample from host DE-008
PRJEB6070,SAMEA3114206,ERX629104,ERR674126,AMPLICON,Human tissue sample from host DE-009
PRJEB6070,SAMEA3114207,ERX629105,ERR674127,AMPLICON,Human tissue sample from host DE-011
PRJEB6070,SAMEA3114208,ERX629106,ERR674128,AMPLICON,Human tissue sample from host DE-013
PRJEB6070,SAMEA3114209,ERX629107,ERR674129,AMPLICON,Human tissue sample from host DE-015
PRJEB6070,SAMEA3114210,ERX629108,ERR674130,AMPLICON,Human tissue sample from host DE-016
PRJEB6070,SAMEA3114211,ERX629109,ERR674131,AMPLICON,Human tissue sample from host DE-017
PRJEB6070,SAMEA3114212,ERX629110,ERR674132,AMPLICON,Human tissue sample from host DE-018
PRJEB6070,SAMEA3114213,ERX629111,ERR674133,AMPLICON,Human tissue sample from host DE-020
PRJEB6070,SAMEA3114214,ERX629112,ERR674134,AMPLICON,Human tissue sample from host DE-021
PRJEB6070,SAMEA3114215,ERX629113,ERR674135,AMPLICON,Human tissue sample from host DE-023
PRJEB6070,SAMEA3114216,ERX629114,ERR674136,AMPLICON,Human tissue sample from host DE-027
PRJEB6070,SAMEA3114217,ERX629115,ERR674137,AMPLICON,Human tissue sample from host DE-029
PRJEB6070,SAMEA3114218,ERX629116,ERR674138,AMPLICON,Human tissue sample from host DE-031
PRJEB6070,SAMEA3114219,ERX629117,ERR674139,AMPLICON,Human tissue sample from host DE-033
PRJEB6070,SAMEA3114220,ERX629118,ERR674140,AMPLICON,Human tissue sample from host DE-034
PRJEB6070,SAMEA3114221,ERX629119,ERR674141,AMPLICON,Human tissue sample from host DE-035
PRJEB6070,SAMEA3114222,ERX629120,ERR674142,AMPLICON,Human tissue sample from host DE-036
PRJEB6070,SAMEA3114223,ERX629121,ERR674143,AMPLICON,Human tissue sample from host DE-037
PRJEB6070,SAMEA3114224,ERX629122,ERR674144,AMPLICON,Human tissue sample from host DE-038
PRJEB6070,SAMEA3114225,ERX629123,ERR674145,AMPLICON,Human tissue sample from host DE-039
PRJEB6070,SAMEA3114226,ERX629124,ERR674146,AMPLICON,Human tissue sample from host DE-040
PRJEB6070,SAMEA3114227,ERX629125,ERR674147,AMPLICON,Human tissue sample from host DE-041
PRJEB6070,SAMEA3114228,ERX629126,ERR674148,AMPLICON,Human tissue sample from host DE-042
PRJEB6070,SAMEA3114229,ERX629127,ERR674149,AMPLICON,Human tissue sample from host DE-043
PRJEB6070,SAMEA3114230,ERX629128,ERR674150,AMPLICON,Human tissue sample from host DE-044
PRJEB6070,SAMEA3114231,ERX629129,ERR674151,AMPLICON,Human tissue sample from host DE-045
PRJEB6070,SAMEA3114232,ERX629130,ERR674152,AMPLICON,Human tissue sample from host DE-046
PRJEB6070,SAMEA3114233,ERX629131,ERR674153,AMPLICON,Human tissue sample from host DE-047
PRJEB6070,SAMEA3114234,ERX629132,ERR674154,AMPLICON,Human tissue sample from host DE-049
PRJEB6070,SAMEA3114235,ERX629133,ERR674155,AMPLICON,Human tissue sample from host DE-050
PRJEB6070,SAMEA3114236,ERX629134,ERR674156,AMPLICON,Human tissue sample from host DE-051
PRJEB6070,SAMEA3114237,ERX629135,ERR674157,AMPLICON,Human tissue sample from host DE-052
PRJEB6070,SAMEA3114238,ERX629136,ERR674158,AMPLICON,Human tissue sample from host DE-053
PRJEB6070,SAMEA3114239,ERX629137,ERR674159,AMPLICON,Human tissue sample from host DE-054
PRJEB6070,SAMEA3114240,ERX629138,ERR674160,AMPLICON,Human tissue sample from host DE-056
PRJEB6070,SAMEA3114241,ERX629139,ERR674161,AMPLICON,Human tissue sample from host DE-057
PRJEB6070,SAMEA3114242,ERX629140,ERR674162,AMPLICON,Human tissue sample from host DE-058
PRJEB6070,SAMEA3114243,ERX629141,ERR674163,AMPLICON,Human tissue sample from host DE-059
PRJEB6070,SAMEA3114244,ERX629142,ERR674164,AMPLICON,Human tissue sample from host DE-060
PRJEB6070,SAMEA3114245,ERX629143,ERR674165,AMPLICON,Human tissue sample from host DE-061
PRJEB6070,SAMEA3114246,ERX629144,ERR674166,AMPLICON,Human tissue sample from host DE-062
PRJEB6070,SAMEA3114247,ERX629145,ERR674167,AMPLICON,Human tissue sample from host DE-064
PRJEB6070,SAMEA3114248,ERX629146,ERR674168,AMPLICON,Human tissue sample from host DE-066
PRJEB6070,SAMEA3114249,ERX629147,ERR674169,AMPLICON,Human tissue sample from host DE-068
PRJEB6070,SAMEA3114250,ERX629148,ERR674170,AMPLICON,Human tissue sample from host DE-069
